Year,Site,Depth,Habitat,Region,Tile,Loc,AGAR,FAVI,PORI,SIDE,Other,UNKS,TotalSto,TotalOct,TotalCor
2016,Red Dun,Shallow,Patch,Lower Keys,263-500-158,Side,0,0,0,0,0,0,0,0,0
2016,Red Dun,Shallow,Patch,Lower Keys,264-100-025,Top,0,0,1,0,0,0,1,0,2
2016,Red Dun,Shallow,Patch,Lower Keys,264-100-025,Bottom,0,0,0,0,0,0,0,0,0
2016,Red Dun,Shallow,Patch,Lower Keys,264-100-025,Side,0,0,0,0,0,0,0,0,0
2016,Red Dun,Shallow,Patch,Lower Keys,264-100-069,Top,0,0,2,0,0,0,2,0,4
2016,Red Dun,Shallow,Patch,Lower Keys,264-100-069,Bottom,0,0,0,0,0,0,0,0,0
2016,Red Dun,Shallow,Patch,Lower Keys,264-100-069,Side,0,0,0,0,0,0,0,0,0
2016,Red Dun,Shallow,Patch,Lower Keys,264-100-091,Top,0,0,0,0,0,0,0,0,0
2016,Red Dun,Shallow,Patch,Lower Keys,264-100-091,Bottom,0,0,0,0,0,0,0,0,0
2016,Red Dun,Shallow,Patch,Lower Keys,264-100-091,Side,0,0,0,0,0,0,0,0,0
2016,Red Dun,Shallow,Patch,Lower Keys,264-100-133,Top,0,0,1,0,0,0,1,0,2
2016,Red Dun,Shallow,Patch,Lower Keys,264-100-133,Bottom,0,0,0,0,0,0,0,0,0
2016,Red Dun,Shallow,Patch,Lower Keys,264-100-133,Side,0,0,0,0,0,0,0,0,0
2016,Red Dun,Shallow,Patch,Lower Keys,264-500-016,Top,0,0,0,5,0,0,5,0,10
2016,Red Dun,Shallow,Patch,Lower Keys,264-500-016,Bottom,0,0,0,0,0,0,0,0,0
2016,Red Dun,Shallow,Patch,Lower Keys,264-500-016,Side,0,0,0,0,0,0,0,0,0
2016,Red Dun,Shallow,Patch,Lower Keys,264-500-033,Top,0,0,1,1,0,0,2,0,4
2016,Red Dun,Shallow,Patch,Lower Keys,264-500-033,Bottom,0,0,0,0,0,0,0,0,0
2016,Red Dun,Shallow,Patch,Lower Keys,264-500-033,Side,0,0,0,0,0,0,0,0,0
2016,Red Dun,Shallow,Patch,Lower Keys,264-500-147,Top,0,0,0,0,0,0,0,0,0
2016,Red Dun,Shallow,Patch,Lower Keys,264-500-147,Bottom,0,0,0,0,0,0,0,0,0
2016,Red Dun,Shallow,Patch,Lower Keys,264-500-147,Side,0,0,0,0,0,0,0,0,0
2016,Red Dun,Shallow,Patch,Lower Keys,264-500-172,Top,0,0,1,0,0,0,1,0,2
2016,Red Dun,Shallow,Patch,Lower Keys,264-500-172,Bottom,0,0,0,0,0,0,0,0,0
2016,Red Dun,Shallow,Patch,Lower Keys,264-500-172,Side,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,321-100-017,Top,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,321-100-017,Bottom,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,321-100-017,Side,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,321-100-058,Top,0,0,0,0,0,1,1,0,2
2016,Porter Patch,Shallow,Patch,Upper Keys,321-100-058,Bottom,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,321-100-058,Side,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,321-100-136,Top,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,321-100-136,Bottom,0,0,0,0,0,1,1,0,2
2016,Porter Patch,Shallow,Patch,Upper Keys,321-100-136,Side,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,321-100-163,Top,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,321-100-163,Bottom,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,321-100-163,Side,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,321-500-024,Top,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,321-500-024,Bottom,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,321-500-024,Side,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,321-500-049,Top,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,321-500-049,Bottom,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,321-500-049,Side,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,321-500-085,Top,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,321-500-085,Bottom,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,321-500-085,Side,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,321-500-212,Top,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,321-500-212,Bottom,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,321-500-212,Side,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,322-100-026,Top,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,322-100-026,Bottom,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,322-100-026,Side,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,322-100-068,Top,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,322-100-068,Bottom,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,322-100-068,Side,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,322-100-118,Top,0,0,1,0,0,0,1,0,2
2016,Porter Patch,Shallow,Patch,Upper Keys,322-100-118,Bottom,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,322-100-118,Side,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,322-100-202,Top,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,322-100-202,Bottom,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,322-100-202,Side,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,322-100-223,Top,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,322-100-223,Bottom,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,322-100-223,Side,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,322-500-059,Top,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,322-500-059,Bottom,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,322-500-059,Side,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,322-500-070,Top,0,0,1,0,0,0,1,0,2
2016,Porter Patch,Shallow,Patch,Upper Keys,322-500-070,Bottom,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,322-500-070,Side,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,322-500-091,Top,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,322-500-091,Bottom,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,322-500-091,Side,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,323-100-021,Top,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,323-100-021,Bottom,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,323-100-021,Side,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,323-100-072,Top,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,323-100-072,Bottom,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,323-100-072,Side,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,323-100-115,Top,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,323-100-115,Bottom,0,0,0,0,0,0,0,1,1
2016,Porter Patch,Shallow,Patch,Upper Keys,323-100-115,Side,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,323-100-126,Top,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,323-100-126,Bottom,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,323-100-126,Side,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,323-100-223,Top,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,323-100-223,Bottom,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,323-100-223,Side,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,323-500-064,Top,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,323-500-064,Bottom,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,323-500-064,Side,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,323-500-144,Top,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,323-500-144,Bottom,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,323-500-144,Side,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,323-500-156,Top,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,323-500-156,Bottom,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,323-500-156,Side,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,324-100-022,Top,0,0,0,1,0,0,1,0,2
2016,Porter Patch,Shallow,Patch,Upper Keys,324-100-022,Bottom,2,0,0,0,0,0,2,0,4
2016,Porter Patch,Shallow,Patch,Upper Keys,324-100-022,Side,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,324-100-046,Top,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,324-100-046,Bottom,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,324-100-046,Side,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,324-100-095,Top,0,0,4,0,0,0,4,0,8
2016,Porter Patch,Shallow,Patch,Upper Keys,324-100-095,Bottom,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,324-100-095,Side,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,324-100-199,Top,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,324-100-199,Bottom,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,324-100-199,Side,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,324-500-035,Top,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,324-500-035,Bottom,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,324-500-035,Side,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,324-500-064,Top,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,324-500-064,Bottom,1,0,0,0,0,0,1,0,2
2016,Porter Patch,Shallow,Patch,Upper Keys,324-500-064,Side,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,324-500-158,Top,0,0,1,0,0,0,1,0,2
2016,Porter Patch,Shallow,Patch,Upper Keys,324-500-158,Bottom,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,324-500-158,Side,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,324-500-209,Top,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,324-500-209,Bottom,0,0,0,0,0,0,0,0,0
2016,Porter Patch,Shallow,Patch,Upper Keys,324-500-209,Side,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,331-100-098,Top,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,331-100-098,Bottom,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,331-100-098,Side,0,0,0,0,0,0,0,1,1
2016,Admiral Patch,Shallow,Patch,Upper Keys,331-100-139,Top,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,331-100-139,Bottom,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,331-100-139,Side,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,331-100-183,Top,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,331-100-183,Bottom,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,331-100-183,Side,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,331-500-012,Top,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,331-500-012,Bottom,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,331-500-012,Side,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,331-500-033,Top,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,331-500-033,Bottom,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,331-500-033,Side,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,331-500-104,Top,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,331-500-104,Bottom,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,331-500-104,Side,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,331-500-180,Top,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,331-500-180,Bottom,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,331-500-180,Side,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,331-500-221,Top,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,331-500-221,Bottom,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,331-500-221,Side,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,332-100-024,Top,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,332-100-024,Bottom,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,332-100-024,Side,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,332-100-094,Top,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,332-100-094,Bottom,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,332-100-094,Side,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,332-100-102,Top,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,332-100-102,Bottom,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,332-100-102,Side,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,332-100-177,Top,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,332-100-177,Bottom,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,332-100-177,Side,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,332-500-017,Top,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,332-500-017,Bottom,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,332-500-017,Side,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,332-500-081,Top,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,332-500-081,Bottom,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,332-500-081,Side,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,332-500-094,Top,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,332-500-094,Bottom,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,332-500-094,Side,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,332-500-154,Top,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,332-500-154,Bottom,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,332-500-154,Side,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,333-100-060,Top,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,333-100-060,Bottom,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,333-100-060,Side,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,333-100-084,Top,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,333-100-084,Bottom,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,333-100-084,Side,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,333-100-091,Top,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,333-100-091,Bottom,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,333-100-091,Side,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,333-100-192,Top,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,333-100-192,Bottom,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,333-100-192,Side,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,333-500-022,Top,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,333-500-022,Bottom,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,333-500-022,Side,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,333-500-111,Top,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,333-500-111,Bottom,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,333-500-111,Side,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,333-500-154,Top,0,0,0,1,0,0,1,0,2
2016,Admiral Patch,Shallow,Patch,Upper Keys,333-500-154,Bottom,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,333-500-154,Side,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,333-500-195,Top,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,333-500-195,Bottom,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,333-500-195,Side,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,334-100-034,Top,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,334-100-034,Bottom,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,334-100-034,Side,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,334-100-067,Top,0,0,6,0,0,0,6,0,12
2016,Admiral Patch,Shallow,Patch,Upper Keys,334-100-067,Bottom,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,334-100-067,Side,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,334-100-139,Top,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,334-100-139,Bottom,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,334-100-139,Side,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,334-100-194,Top,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,334-100-194,Bottom,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,334-100-194,Side,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,334-500-021,Top,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,334-500-021,Bottom,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,334-500-021,Side,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,334-500-067,Top,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,334-500-067,Bottom,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,334-500-067,Side,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,334-500-134,Top,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,334-500-134,Bottom,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,334-500-134,Side,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,334-500-222,Top,0,0,1,0,0,0,1,0,2
2016,Admiral Patch,Shallow,Patch,Upper Keys,334-500-222,Bottom,0,0,0,0,0,0,0,0,0
2016,Admiral Patch,Shallow,Patch,Upper Keys,334-500-222,Side,0,0,0,0,0,0,0,0,0
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,341-100-062,Top,0,0,0,0,0,0,0,0,0
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,341-100-062,Bottom,0,0,0,0,0,0,0,0,0
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,341-100-062,Side,0,0,0,0,0,0,0,0,0
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,341-100-096,Top,0,0,1,0,0,0,1,0,2
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,341-100-096,Bottom,0,0,1,0,0,0,1,0,2
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,341-100-096,Side,0,0,0,0,0,0,0,0,0
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,341-100-116,Top,0,0,0,0,0,0,0,0,0
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,341-100-116,Bottom,0,0,0,0,0,0,0,0,0
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,341-100-116,Side,0,0,0,0,0,0,0,0,0
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,341-100-162,Top,0,0,1,1,0,0,1,0,3
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,341-100-162,Bottom,0,0,0,0,0,0,0,0,0
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,341-100-162,Side,0,0,0,0,0,0,0,0,0
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,341-500-049,Top,0,0,0,0,0,0,0,0,0
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,341-500-049,Bottom,0,0,0,0,0,0,0,0,0
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,341-500-049,Side,0,0,0,0,0,0,0,0,0
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,341-500-078,Top,0,0,2,1,0,0,3,0,6
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,341-500-078,Bottom,0,0,0,0,0,0,0,0,0
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,341-500-078,Side,0,0,0,0,0,0,0,0,0
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,341-500-088,Top,0,0,1,0,0,0,1,0,2
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,341-500-088,Bottom,0,0,0,0,0,0,0,0,0
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,341-500-088,Side,0,0,0,0,0,0,0,0,0
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,341-500-230,Top,0,0,1,0,0,0,1,0,2
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,341-500-230,Bottom,0,0,0,0,0,0,0,0,0
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,341-500-230,Side,0,0,0,0,0,0,0,0,0
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,342-100-003,Top,0,0,0,0,0,0,0,0,0
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,342-100-003,Bottom,0,0,0,0,0,0,0,0,0
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,342-100-003,Side,0,0,0,0,0,0,0,0,0
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,342-100-033,Top,0,0,0,0,0,0,0,0,0
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,342-100-033,Bottom,0,0,0,0,0,0,0,0,0
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,342-100-033,Side,0,0,0,0,0,0,0,0,0
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,342-100-156,Top,0,0,0,1,0,0,1,0,2
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,342-100-156,Bottom,0,0,0,0,0,0,0,0,0
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,342-100-156,Side,0,0,0,0,0,0,0,0,0
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,342-100-199,Top,0,0,0,0,0,0,0,0,0
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,342-100-199,Bottom,0,0,0,0,0,1,1,0,2
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,342-100-199,Side,0,0,0,0,0,0,0,0,0
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,342-500-023,Top,0,0,0,0,0,0,0,0,0
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,342-500-023,Bottom,0,0,0,1,0,0,1,0,2
2016,West Turtle Shoals,Shallow,Patch,Middle Keys,342-500-023,Side,0,0,0,0,0,0,0,0,0
