Project_Year,Survey_Year,Survey_Month,Survey_Date,Region,Habitat,Site_Name,Station,Quadrat,Stony,Colony_Type,ID,ID_2,Diameter
2015,2015,Sept,9/21/2015,MK,OD,Tennessee Deep,753,753-500-023,1,Iso,EFAS,EFAS,13
2015,2015,Sept,9/21/2015,MK,OD,Tennessee Deep,753,753-500-023,1,Iso,EFAS,EFAS,8
2015,2015,Sept,9/21/2015,MK,OD,Tennessee Deep,753,753-500-023,1,Juv,PAST,PORI,11
2015,2015,Sept,9/21/2015,MK,OD,Tennessee Deep,753,753-500-023,1,Juv,PAST,PORI,7
2015,2015,Sept,9/21/2015,MK,OD,Tennessee Deep,753,753-500-023,1,Juv,PPOR,PORI,39
2015,2015,Sept,9/21/2015,MK,OD,Tennessee Deep,753,753-500-023,1,Juv,SSID,SIDE,28
2015,2015,Sept,9/21/2015,MK,OD,Tennessee Deep,753,753-500-023,1,Juv,SSID,SIDE,30
2015,2015,Sept,9/21/2015,MK,OD,Tennessee Deep,753,753-500-023,1,Juv,SSID,SIDE,12
2015,2015,Sept,9/21/2015,MK,OD,Tennessee Deep,753,753-500-023,1,Juv,SSID,SIDE,9
2015,2015,Sept,9/21/2015,MK,OD,Tennessee Deep,753,753-500-023,1,Juv,SMIC,SMIC,31
2015,2015,Sept,9/21/2015,MK,OD,Tennessee Deep,753,753-500-023,1,Juv,SMIC,SMIC,27
2015,2015,Sept,9/21/2015,MK,OD,Tennessee Deep,753,753-500-023,1,Juv,UNKS,UNKS,11
2015,2015,Sept,9/21/2015,MK,OD,Tennessee Deep,753,753-500-049,1,Juv,AAGA,AGAR,13
2015,2015,Sept,9/21/2015,MK,OD,Tennessee Deep,753,753-500-049,1,Juv,AAGA,AGAR,20
2015,2015,Sept,9/21/2015,MK,OD,Tennessee Deep,753,753-500-049,1,Juv,MCAV,MCAV,8
2015,2015,Sept,9/21/2015,MK,OD,Tennessee Deep,753,753-500-049,1,Juv,PAST,PORI,11
2015,2015,Sept,9/21/2015,MK,OD,Tennessee Deep,753,753-500-049,1,Juv,SSID,SIDE,14
2015,2015,Sept,9/21/2015,MK,OD,Tennessee Deep,753,753-500-049,1,Juv,SSID,SIDE,11
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,753,753-500-105,1,Juv,SSID,SIDE,18
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,753,753-500-105,1,Juv,SSID,SIDE,39
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,753,753-500-105,1,Juv,SSID,SIDE,22
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,753,753-500-197,1,Juv,AAGA,AGAR,4
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,753,753-500-197,1,Juv,MCAV,MCAV,6
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,753,753-500-197,1,Juv,SSID,SIDE,2
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,753,753-500-197,1,Juv,SSID,SIDE,13
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,753,753-500-197,1,Juv,SSID,SIDE,14
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-100-051,1,Juv,MARE,MARE,22
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-100-051,1,Juv,MARE,MARE,10
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-100-051,1,Juv,PAST,PORI,17
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-100-051,1,Juv,PAST,PORI,6
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-100-051,1,Juv,PAST,PORI,15
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-100-051,1,Juv,PAST,PORI,11
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-100-051,1,Juv,PAST,PORI,11
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-100-051,1,Juv,PAST,PORI,10
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-100-051,1,Juv,SSID,SIDE,17
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-100-051,1,Juv,SSID,SIDE,31
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-100-051,1,Juv,UNKS,UNKS,10
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-100-100,1,Juv,AAGA,AGAR,39
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-100-100,1,Juv,AAGA,AGAR,23
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-100-100,1,Juv,AAGA,AGAR,10
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-100-100,1,Juv,AAGA,AGAR,7
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-100-100,1,Juv,AGAR,AGAR,19
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-100-100,1,Juv,MARE,MARE,23
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-100-100,1,Juv,MARE,MARE,12
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-100-100,1,Juv,PAST,PORI,29
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-100-100,1,Iso,PPOR,PORI,21
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-100-100,1,Iso,PPOR,PORI,15
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-100-100,1,Juv,SSID,SIDE,6
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-100-100,1,Juv,SSID,SIDE,9
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-100-136,1,Juv,AAGA,AGAR,8
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-100-136,1,Juv,MARE,MARE,15
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-100-136,1,Juv,MYCE,MUSS,10
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-100-136,1,Juv,PAST,PORI,14
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-100-136,1,Juv,PAST,PORI,11
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-100-191,1,Juv,MUSS,MUSS,10
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-100-191,1,Juv,PAST,PORI,11
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-100-191,1,Juv,PAST,PORI,21
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-100-191,1,Iso,SSID,SIDE,9
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-100-191,1,Juv,SSID,SIDE,17
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-100-191,1,Juv,SSID,SIDE,21
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-500-045,1,Juv,AAGA,AGAR,37
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-500-045,1,Juv,AAGA,AGAR,29
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-500-045,1,Juv,EFAS,EFAS,9
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-500-045,1,Juv,MARE,MARE,7
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-500-045,1,Juv,PAST,PORI,12
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-500-045,1,Juv,PAST,PORI,29
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-500-045,1,Juv,SRAD,SIDE,20
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-500-045,1,Juv,SSID,SIDE,17
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-500-045,1,Juv,SSID,SIDE,11
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-500-045,1,Juv,SSID,SIDE,10
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-500-045,1,Juv,SSID,SIDE,10
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-500-092,1,Juv,PAST,PORI,14
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-500-092,1,Juv,PAST,PORI,22
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-500-092,1,Juv,PAST,PORI,9
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-500-092,1,Juv,SSID,SIDE,10
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-500-092,1,Juv,SSID,SIDE,30
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-500-092,1,Juv,SSID,SIDE,18
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-500-092,1,Juv,SSID,SIDE,10
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-500-139,1,Iso,AAGA,AGAR,8
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-500-139,1,Juv,AAGA,AGAR,21
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-500-139,1,Juv,PAST,PORI,12
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-500-139,1,Juv,PAST,PORI,8
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-500-139,1,Iso,SSID,SIDE,32
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-500-139,1,Iso,SSID,SIDE,9
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-500-139,1,Juv,SSID,SIDE,20
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-500-139,1,Juv,SSID,SIDE,18
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-500-139,1,Juv,SSID,SIDE,12
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-500-180,1,Juv,AAGA,AGAR,13
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-500-180,1,Juv,PAST,PORI,8
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-500-180,1,Juv,SSID,SIDE,14
2015,2015,Sept,9/23/2015,MK,OD,Tennessee Deep,754,754-500-180,1,Juv,SMIC,SMIC,15
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-009,1,Iso,AAGA,AGAR,20
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-009,1,Iso,AAGA,AGAR,23
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-009,1,Iso,AAGA,AGAR,18
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-009,1,Juv,AAGA,AGAR,19
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-009,1,Juv,AAGA,AGAR,7
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-009,1,Juv,AAGA,AGAR,8
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-009,1,Juv,AAGA,AGAR,35
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-009,1,Juv,PAST,PORI,28
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-009,1,Juv,PAST,PORI,12
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-009,1,Juv,PAST,PORI,13
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-009,1,Juv,PAST,PORI,15
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-009,1,Juv,PPOR,PORI,15
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-009,1,Juv,SSID,SIDE,15
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-009,1,Juv,SSID,SIDE,15
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-009,1,Juv,SSID,SIDE,5
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-009,1,Juv,SSID,SIDE,37
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-009,1,Juv,SSID,SIDE,14
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-009,1,Juv,SSID,SIDE,10
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-009,1,Juv,SSID,SIDE,9
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-009,1,Juv,SSID,SIDE,34
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-028,1,Juv,MCAV,MCAV,17
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-028,1,Juv,SSID,SIDE,4
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-028,1,Juv,SSID,SIDE,5
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-028,1,Juv,SSID,SIDE,7
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-028,1,Juv,SSID,SIDE,10
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-028,1,Juv,SSID,SIDE,27
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-028,1,Juv,SSID,SIDE,3
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-028,1,Juv,SSID,SIDE,22
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-028,1,Juv,SSID,SIDE,7
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-028,1,Juv,SSID,SIDE,4
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-028,1,Juv,SSID,SIDE,4
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-028,1,Juv,SSID,SIDE,4
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-028,1,Juv,SSID,SIDE,4
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-028,1,Juv,SSID,SIDE,2
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-028,1,Juv,SSID,SIDE,2
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-028,1,Juv,SSID,SIDE,2
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-028,1,Juv,SSID,SIDE,2
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-028,1,Juv,SSID,SIDE,2
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-028,1,Juv,SSID,SIDE,2
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-028,1,Juv,SSID,SIDE,3
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-028,1,Juv,SSID,SIDE,3
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-028,1,Juv,SMIC,SMIC,34
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-081,1,Iso,AGAR,AGAR,13
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-081,1,Iso,AGAR,AGAR,17
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-081,1,Juv,MCAV,MCAV,27
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-081,1,Iso,PAST,PORI,26
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-081,1,Iso,PAST,PORI,12
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-081,1,Juv,SSID,SIDE,23
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-081,1,Juv,SSID,SIDE,7
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-081,1,Juv,SSID,SIDE,22
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-081,1,Juv,SSID,SIDE,15
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-139,1,Juv,AAGA,AGAR,22
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-139,1,Juv,MARE,MARE,11
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-139,1,Juv,EFAS,EFAS,12
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-139,1,Juv,PAST,PORI,15
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-139,1,Juv,SRAD,SIDE,24
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-139,1,Juv,SSID,SIDE,4
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-139,1,Juv,SSID,SIDE,12
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-139,1,Juv,SSID,SIDE,13
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-139,1,Juv,SSID,SIDE,18
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-139,1,Juv,SSID,SIDE,38
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-139,1,Juv,SSID,SIDE,23
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-139,1,Juv,SSID,SIDE,26
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-139,1,Juv,SSID,SIDE,8
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-139,1,Juv,SSID,SIDE,10
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-100-139,1,Juv,UNKS,UNKS,5
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-048,1,Iso,MDEC,MADR,25
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-048,1,Iso,MDEC,MADR,30
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-048,1,Juv,PAST,PORI,37
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-048,1,Juv,SSID,SIDE,18
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-048,1,Juv,SSID,SIDE,15
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-048,1,Juv,SSID,SIDE,28
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-048,1,Juv,SSID,SIDE,7
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-048,1,Juv,SSID,SIDE,15
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-048,1,Juv,SSID,SIDE,20
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-048,1,Juv,SSID,SIDE,2
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-072,1,Juv,PAST,PORI,6
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-072,1,Juv,SSID,SIDE,15
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-072,1,Juv,SMIC,SMIC,19
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-072,1,Juv,SMIC,SMIC,20
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-072,1,Juv,SMIC,SMIC,15
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-072,1,Juv,SMIC,SMIC,2
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-072,1,Juv,SMIC,SMIC,2
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-101,1,Juv,AAGA,AGAR,17
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-101,1,Juv,MARE,MARE,6
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-101,1,Juv,SSID,SIDE,21
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-101,1,Juv,SSID,SIDE,10
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-101,1,Juv,SSID,SIDE,17
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-101,1,Juv,SSID,SIDE,6
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-101,1,Juv,SSID,SIDE,5
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-101,1,Juv,SSID,SIDE,5
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-101,1,Juv,SMIC,SMIC,23
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-101,1,Juv,SMIC,SMIC,9
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-147,1,Juv,AAGA,AGAR,18
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-147,1,Juv,MARE,MARE,8
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-147,1,Juv,PAST,PORI,12
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-147,1,Juv,PAST,PORI,33
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-147,1,Juv,PAST,PORI,6
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-147,1,Juv,PAST,PORI,12
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-147,1,Juv,SSID,SIDE,23
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-147,1,Juv,SSID,SIDE,9
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-147,1,Juv,SSID,SIDE,15
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-147,1,Juv,SSID,SIDE,16
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-147,1,Juv,SSID,SIDE,18
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-147,1,Juv,SSID,SIDE,27
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-147,1,Juv,SSID,SIDE,32
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-147,1,Juv,SSID,SIDE,32
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-147,1,Juv,SSID,SIDE,19
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-147,1,Juv,SSID,SIDE,15
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-147,1,Juv,SSID,SIDE,38
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-147,1,Juv,SMIC,SMIC,10
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,761,761-500-147,1,Juv,SMIC,SMIC,28
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-056,1,Iso,AAGA,AGAR,25
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-056,1,Iso,AAGA,AGAR,32
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-056,1,Juv,AAGA,AGAR,30
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-056,1,Juv,AAGA,AGAR,15
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-056,1,Juv,LCUC,AGAR,27
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-056,1,Juv,MCAV,MCAV,8
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-056,1,Juv,MCAV,MCAV,9
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-056,1,Juv,SMIC,SMIC,9
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-056,1,Juv,SMIC,SMIC,22
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-056,1,Juv,SSID,SIDE,11
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-056,1,Juv,SSID,SIDE,31
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-056,1,Juv,SSID,SIDE,15
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-056,1,Juv,SSID,SIDE,24
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-056,1,Juv,SSID,SIDE,7
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-056,1,Juv,SSID,SIDE,3
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-056,1,Juv,SSID,SIDE,24
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-056,1,Juv,SSID,SIDE,10
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-056,1,Juv,SSID,SIDE,3
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-056,1,Juv,SSID,SIDE,2
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-056,1,Juv,SSID,SIDE,5
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-056,1,Juv,SSID,SIDE,6
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-056,1,Juv,SSID,SIDE,5
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-056,1,Juv,SMIC,SMIC,14
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-056,1,Juv,SMIC,SMIC,30
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-067,1,Juv,AAGA,AGAR,35
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-067,1,Juv,AFRA,AGAR,28
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-067,1,Juv,AFRA,AGAR,22
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-067,1,Juv,LCUC,AGAR,17
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-067,1,Juv,PAST,PORI,13
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-067,1,Juv,PAST,PORI,24
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-067,1,Juv,SSID,SIDE,18
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-067,1,Juv,SSID,SIDE,22
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-067,1,Juv,SSID,SIDE,13
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-067,1,Juv,SSID,SIDE,23
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-067,1,Juv,SSID,SIDE,4
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-067,1,Juv,SSID,SIDE,28
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-158,1,Iso,AAGA,AGAR,17
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-158,1,Iso,AAGA,AGAR,9
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-158,1,Iso,AAGA,AGAR,7
2015,2015,Sept,9/22/2015,MK,OD,Sombrero Deep,762,762-100-158,1,Iso,AAGA,AGAR,32
