year,region,habitat,site_code,site_name,station,points,percent_cover,group_coarse,group_fine
2002,LK,OD,5D5,Rock Key Deep,804,585,0.064957265,Macroalgae,Macroalgae
2002,LK,OD,5D5,Rock Key Deep,804,585,0.085470085,Octocoral,Octocoral
2002,LK,OD,5D5,Rock Key Deep,804,585,0.032478632,Porifera,Sponge_other
2002,LK,OD,5D5,Rock Key Deep,804,585,0.001709402,Stony coral,Stony_coral
2002,LK,OD,5D5,Rock Key Deep,804,585,0.001709402,Stony coral,Millepora
2002,LK,OD,5D5,Rock Key Deep,804,585,0.017094017,Stony coral,Stony_coral
2002,LK,OD,5D5,Rock Key Deep,804,585,0.017094017,Stony coral,Stony_coral
2002,LK,OD,5D5,Rock Key Deep,804,585,0.006837607,Stony coral,Stony_coral
2002,LK,OD,5D5,Rock Key Deep,804,585,0.005128205,Stony coral,Stony_coral
2002,LK,OD,5D5,Rock Key Deep,804,585,0.762393162,Substrate,Substratum_turf
2002,LK,OD,5D5,Rock Key Deep,804,585,0.005128205,Zoanthidea,Cnidaria_other
2002,LK,OD,2D1,Sand Key Deep,811,662,0.108761329,Macroalgae,Macroalgae
2002,LK,OD,2D1,Sand Key Deep,811,662,0.069486405,Octocoral,Octocoral
2002,LK,OD,2D1,Sand Key Deep,811,662,0.033232628,Porifera,Sponge_other
2002,LK,OD,2D1,Sand Key Deep,811,662,0.003021148,Stony coral,Millepora
2002,LK,OD,2D1,Sand Key Deep,811,662,0.03776435,Stony coral,Stony_coral
2002,LK,OD,2D1,Sand Key Deep,811,662,0.003021148,Stony coral,Stony_coral
2002,LK,OD,2D1,Sand Key Deep,811,662,0.001510574,Stony coral,Stony_coral
2002,LK,OD,2D1,Sand Key Deep,811,662,0.001510574,Stony coral,Stony_coral
2002,LK,OD,2D1,Sand Key Deep,811,662,0.740181269,Substrate,Substratum_turf
2002,LK,OD,2D1,Sand Key Deep,811,662,0.001510574,Zoanthidea,Cnidaria_other
2002,LK,OD,2D1,Sand Key Deep,812,642,0.132398754,Macroalgae,Macroalgae
2002,LK,OD,2D1,Sand Key Deep,812,642,0.104361371,Octocoral,Octocoral
2002,LK,OD,2D1,Sand Key Deep,812,642,0.034267913,Porifera,Sponge_other
2002,LK,OD,2D1,Sand Key Deep,812,642,0.001557632,Stony coral,Stony_coral
2002,LK,OD,2D1,Sand Key Deep,812,642,0.001557632,Stony coral,Stony_coral
2002,LK,OD,2D1,Sand Key Deep,812,642,0.004672897,Stony coral,Stony_coral
2002,LK,OD,2D1,Sand Key Deep,812,642,0.718068536,Substrate,Substratum_turf
2002,LK,OD,2D1,Sand Key Deep,812,642,0.003115265,Zoanthidea,Cnidaria_other
2002,LK,OD,2D1,Sand Key Deep,814,626,0.001597444,Macroalgae,Macroalgae
2002,LK,OD,2D1,Sand Key Deep,814,626,0.118210863,Octocoral,Octocoral
2002,LK,OD,2D1,Sand Key Deep,814,626,0.023961661,Porifera,Sponge_other
2002,LK,OD,2D1,Sand Key Deep,814,626,0.003194888,Stony coral,Stony_coral
2002,LK,OD,2D1,Sand Key Deep,814,626,0.011182109,Stony coral,Millepora
2002,LK,OD,2D1,Sand Key Deep,814,626,0.019169329,Stony coral,Stony_coral
2002,LK,OD,2D1,Sand Key Deep,814,626,0.001597444,Stony coral,Stony_coral
2002,LK,OD,2D1,Sand Key Deep,814,626,0.811501597,Substrate,Substratum_turf
2002,LK,OD,2D1,Sand Key Deep,814,626,0.009584665,Zoanthidea,Cnidaria_other
2002,LK,OS,5S2,Looe Key Shallow,572,601,0.173044925,Macroalgae,Macroalgae
2002,LK,OS,5S2,Looe Key Shallow,572,601,0.043261231,Octocoral,Octocoral
2002,LK,OS,5S2,Looe Key Shallow,572,601,0.013311148,Porifera,Sponge_other
2002,LK,OS,5S2,Looe Key Shallow,572,601,0.001663894,Stony coral,Stony_coral
2002,LK,OS,5S2,Looe Key Shallow,572,601,0.001663894,Stony coral,Stony_coral
2002,LK,OS,5S2,Looe Key Shallow,572,601,0.004991681,Stony coral,Stony_coral
2002,LK,OS,5S2,Looe Key Shallow,572,601,0.019966722,Stony coral,Stony_coral
2002,LK,OS,5S2,Looe Key Shallow,572,601,0.004991681,Stony coral,Stony_coral
2002,LK,OS,5S2,Looe Key Shallow,572,601,0.004991681,Stony coral,Stony_coral
2002,LK,OS,5S2,Looe Key Shallow,572,601,0.008319468,Stony coral,Stony_coral
2002,LK,OS,5S2,Looe Key Shallow,572,601,0.647254576,Substrate,Substratum_turf
2002,LK,OS,5S2,Looe Key Shallow,572,601,0.076539101,Zoanthidea,Cnidaria_other
2002,LK,OS,5S2,Looe Key Shallow,573,535,0.093457944,Macroalgae,Macroalgae
2002,LK,OS,5S2,Looe Key Shallow,573,535,0.128971963,Octocoral,Octocoral
2002,LK,OS,5S2,Looe Key Shallow,573,535,0.007476636,Porifera,Sponge_other
2002,LK,OS,5S2,Looe Key Shallow,573,535,0.039252336,Stony coral,Stony_coral
2002,LK,OS,5S2,Looe Key Shallow,573,535,0.014953271,Stony coral,Stony_coral
2002,LK,OS,5S2,Looe Key Shallow,573,535,0.003738318,Stony coral,Stony_coral
2002,LK,OS,5S2,Looe Key Shallow,573,535,0.005607477,Stony coral,Stony_coral
2002,LK,OS,5S2,Looe Key Shallow,573,535,0.626168224,Substrate,Substratum_turf
2002,LK,OS,5S2,Looe Key Shallow,573,535,0.080373832,Zoanthidea,Cnidaria_other
2002,LK,OS,5S2,Looe Key Shallow,574,446,0.067264574,Macroalgae,Macroalgae
2002,LK,OS,5S2,Looe Key Shallow,574,446,0.058295964,Octocoral,Octocoral
2002,LK,OS,5S2,Looe Key Shallow,574,446,0.004484305,Porifera,Sponge_other
2002,LK,OS,5S2,Looe Key Shallow,574,446,0.00896861,Stony coral,Stony_coral
2002,LK,OS,5S2,Looe Key Shallow,574,446,0.006726457,Stony coral,Stony_coral
2002,LK,OS,5S2,Looe Key Shallow,574,446,0.011210762,Stony coral,Millepora
2002,LK,OS,5S2,Looe Key Shallow,574,446,0.062780269,Stony coral,Stony_coral
2002,LK,OS,5S2,Looe Key Shallow,574,446,0.291479821,Stony coral,Stony_coral
2002,LK,OS,5S2,Looe Key Shallow,574,446,0.002242152,Stony coral,Stony_coral
2002,LK,OS,5S2,Looe Key Shallow,574,446,0.002242152,Stony coral,Stony_coral
2002,LK,OS,5S2,Looe Key Shallow,574,446,0.48206278,Substrate,Substratum_turf
2002,LK,OS,5S2,Looe Key Shallow,574,446,0.002242152,Zoanthidea,Cnidaria_other
2002,LK,OS,5S3,Eastern Sambo Shallow,582,547,0.032906764,Macroalgae,Macroalgae
2002,LK,OS,5S3,Eastern Sambo Shallow,582,547,0.020109689,Octocoral,Octocoral
2002,LK,OS,5S3,Eastern Sambo Shallow,582,547,0.009140768,Porifera,Sponge_other
2002,LK,OS,5S3,Eastern Sambo Shallow,582,547,0.001828154,Stony coral,Millepora
2002,LK,OS,5S3,Eastern Sambo Shallow,582,547,0.038391225,Stony coral,Stony_coral
2002,LK,OS,5S3,Eastern Sambo Shallow,582,547,0.808043876,Substrate,Substratum_turf
2002,LK,OS,5S3,Eastern Sambo Shallow,582,547,0.089579525,Zoanthidea,Cnidaria_other
2002,LK,OS,5S3,Eastern Sambo Shallow,583,591,0.040609137,Macroalgae,Macroalgae
2002,LK,OS,5S3,Eastern Sambo Shallow,583,591,0.005076142,Octocoral,Octocoral
2002,LK,OS,5S3,Eastern Sambo Shallow,583,591,0.003384095,Porifera,Sponge_other
2002,LK,OS,5S3,Eastern Sambo Shallow,583,591,0.005076142,Stony coral,Millepora
2002,LK,OS,5S3,Eastern Sambo Shallow,583,591,0.030456853,Stony coral,Stony_coral
2002,LK,OS,5S3,Eastern Sambo Shallow,583,591,0.724196277,Substrate,Substratum_turf
2002,LK,OS,5S3,Eastern Sambo Shallow,583,591,0.191201354,Zoanthidea,Cnidaria_other
2002,LK,OS,5S3,Eastern Sambo Shallow,584,590,0.094915254,Macroalgae,Macroalgae
2002,LK,OS,5S3,Eastern Sambo Shallow,584,590,0.015254237,Octocoral,Octocoral
2002,LK,OS,5S3,Eastern Sambo Shallow,584,590,0.010169492,Porifera,Sponge_other
2002,LK,OS,5S3,Eastern Sambo Shallow,584,590,0.005084746,Stony coral,Stony_coral
2002,LK,OS,5S3,Eastern Sambo Shallow,584,590,0.061016949,Stony coral,Stony_coral
2002,LK,OS,5S3,Eastern Sambo Shallow,584,590,0.76440678,Substrate,Substratum_turf
2002,LK,OS,5S3,Eastern Sambo Shallow,584,590,0.049152542,Zoanthidea,Cnidaria_other
2002,LK,OS,5S4,Western Sambo Shallow,591,583,0.065180103,Macroalgae,Macroalgae
2002,LK,OS,5S4,Western Sambo Shallow,591,583,0.032590051,Octocoral,Octocoral
2002,LK,OS,5S4,Western Sambo Shallow,591,583,0.001715266,Stony coral,Stony_coral
2002,LK,OS,5S4,Western Sambo Shallow,591,583,0.058319039,Stony coral,Stony_coral
2002,LK,OS,5S4,Western Sambo Shallow,591,583,0.017152659,Stony coral,Stony_coral
2002,LK,OS,5S4,Western Sambo Shallow,591,583,0.777015437,Substrate,Substratum_turf
2002,LK,OS,5S4,Western Sambo Shallow,591,583,0.048027444,Zoanthidea,Cnidaria_other
2002,LK,OS,5S4,Western Sambo Shallow,592,605,0.114049587,Macroalgae,Macroalgae
2002,LK,OS,5S4,Western Sambo Shallow,592,605,0.041322314,Octocoral,Octocoral
2002,LK,OS,5S4,Western Sambo Shallow,592,605,0.019834711,Stony coral,Stony_coral
2002,LK,OS,5S4,Western Sambo Shallow,592,605,0.008264463,Stony coral,Stony_coral
2002,LK,OS,5S4,Western Sambo Shallow,592,605,0.026446281,Stony coral,Stony_coral
2002,LK,OS,5S4,Western Sambo Shallow,592,605,0.009917355,Stony coral,Stony_coral
2002,LK,OS,5S4,Western Sambo Shallow,592,605,0.001652893,Stony coral,Stony_coral
2002,LK,OS,5S4,Western Sambo Shallow,592,605,0.778512397,Substrate,Substratum_turf
2002,LK,OS,5S4,Western Sambo Shallow,594,628,0.017515924,Macroalgae,Macroalgae
2002,LK,OS,5S4,Western Sambo Shallow,594,628,0.020700637,Octocoral,Octocoral
2002,LK,OS,5S4,Western Sambo Shallow,594,628,0.007961783,Porifera,Sponge_other
2002,LK,OS,5S4,Western Sambo Shallow,594,628,0.001592357,Stony coral,Stony_coral
2002,LK,OS,5S4,Western Sambo Shallow,594,628,0.001592357,Stony coral,Millepora
2002,LK,OS,5S4,Western Sambo Shallow,594,628,0.01433121,Stony coral,Stony_coral
2002,LK,OS,5S4,Western Sambo Shallow,594,628,0.081210191,Stony coral,Stony_coral
2002,LK,OS,5S4,Western Sambo Shallow,594,628,0.001592357,Stony coral,Stony_coral
2002,LK,OS,5S4,Western Sambo Shallow,594,628,0.007961783,Stony coral,Stony_coral
2002,LK,OS,5S4,Western Sambo Shallow,594,628,0.001592357,Stony coral,Stony_coral
2002,LK,OS,5S4,Western Sambo Shallow,594,628,0.767515924,Substrate,Substratum_turf
2002,LK,OS,5S4,Western Sambo Shallow,594,628,0.076433121,Zoanthidea,Cnidaria_other
2002,LK,OS,5S5,Rock Key Shallow,601,627,0.007974482,Macroalgae,Macroalgae
2002,LK,OS,5S5,Rock Key Shallow,601,627,0.014354067,Octocoral,Octocoral
2002,LK,OS,5S5,Rock Key Shallow,601,627,0.004784689,Stony coral,Stony_coral
2002,LK,OS,5S5,Rock Key Shallow,601,627,0.01754386,Stony coral,Stony_coral
2002,LK,OS,5S5,Rock Key Shallow,601,627,0.001594896,Stony coral,Stony_coral
2002,LK,OS,5S5,Rock Key Shallow,601,627,0.87400319,Substrate,Substratum_turf
2002,LK,OS,5S5,Rock Key Shallow,601,627,0.079744817,Zoanthidea,Cnidaria_other
2002,LK,OS,5S5,Rock Key Shallow,602,662,0.084592145,Macroalgae,Macroalgae
2002,LK,OS,5S5,Rock Key Shallow,602,662,0.042296073,Octocoral,Octocoral
2002,LK,OS,5S5,Rock Key Shallow,602,662,0.003021148,Porifera,Sponge_other
2002,LK,OS,5S5,Rock Key Shallow,602,662,0.001510574,Stony coral,Stony_coral
2002,LK,OS,5S5,Rock Key Shallow,602,662,0.001510574,Stony coral,Stony_coral
2002,LK,OS,5S5,Rock Key Shallow,602,662,0.001510574,Stony coral,Stony_coral
2002,LK,OS,5S5,Rock Key Shallow,602,662,0.00755287,Stony coral,Stony_coral
2002,LK,OS,5S5,Rock Key Shallow,602,662,0.847432024,Substrate,Substratum_turf
2002,LK,OS,5S5,Rock Key Shallow,602,662,0.010574018,Zoanthidea,Cnidaria_other
2002,LK,OS,5S5,Rock Key Shallow,603,577,0.294627383,Macroalgae,Macroalgae
2002,LK,OS,5S5,Rock Key Shallow,603,577,0.048526863,Octocoral,Octocoral
2002,LK,OS,5S5,Rock Key Shallow,603,577,0.003466205,Porifera,Sponge_other
2002,LK,OS,5S5,Rock Key Shallow,603,577,0.079722704,Stony coral,Stony_coral
2002,LK,OS,5S5,Rock Key Shallow,603,577,0.001733102,Stony coral,Stony_coral
2002,LK,OS,5S5,Rock Key Shallow,603,577,0.012131716,Stony coral,Millepora
2002,LK,OS,5S5,Rock Key Shallow,603,577,0.504332756,Substrate,Substratum_turf
2002,LK,OS,5S5,Rock Key Shallow,603,577,0.055459272,Zoanthidea,Cnidaria_other
2002,LK,OS,5S5,Rock Key Shallow,604,623,0.056179775,Macroalgae,Macroalgae
2002,LK,OS,5S5,Rock Key Shallow,604,623,0.020866774,Octocoral,Octocoral
2002,LK,OS,5S5,Rock Key Shallow,604,623,0.006420546,Porifera,Sponge_other
2002,LK,OS,5S5,Rock Key Shallow,604,623,0.001605136,Stony coral,Stony_coral
2002,LK,OS,5S5,Rock Key Shallow,604,623,0.057784912,Stony coral,Stony_coral
2002,LK,OS,5S5,Rock Key Shallow,604,623,0.001605136,Stony coral,Stony_coral
2002,LK,OS,5S5,Rock Key Shallow,604,623,0.773675762,Substrate,Substratum_turf
2002,LK,OS,5S5,Rock Key Shallow,604,623,0.081861958,Zoanthidea,Cnidaria_other
2002,LK,OS,2S1,Sand Key Shallow,612,615,0.008130081,Octocoral,Octocoral
2002,LK,OS,2S1,Sand Key Shallow,612,615,0.001626016,Stony coral,Stony_coral
2002,LK,OS,2S1,Sand Key Shallow,612,615,0.003252033,Stony coral,Millepora
2002,LK,OS,2S1,Sand Key Shallow,612,615,0.001626016,Stony coral,Stony_coral
2002,LK,OS,2S1,Sand Key Shallow,612,615,0.060162602,Stony coral,Stony_coral
2002,LK,OS,2S1,Sand Key Shallow,612,615,0.011382114,Stony coral,Stony_coral
2002,LK,OS,2S1,Sand Key Shallow,612,615,0.003252033,Stony coral,Stony_coral
2002,LK,OS,2S1,Sand Key Shallow,612,615,0.907317073,Substrate,Substratum_turf
2002,LK,OS,2S1,Sand Key Shallow,612,615,0.003252033,Zoanthidea,Cnidaria_other
2002,LK,OS,2S1,Sand Key Shallow,613,587,0.025553663,Macroalgae,Macroalgae
2002,LK,OS,2S1,Sand Key Shallow,613,587,0.02725724,Octocoral,Octocoral
2002,LK,OS,2S1,Sand Key Shallow,613,587,0.00681431,Porifera,Sponge_other
2002,LK,OS,2S1,Sand Key Shallow,613,587,0.028960818,Stony coral,Stony_coral
2002,LK,OS,2S1,Sand Key Shallow,613,587,0.001703578,Stony coral,Stony_coral
2002,LK,OS,2S1,Sand Key Shallow,613,587,0.001703578,Stony coral,Millepora
2002,LK,OS,2S1,Sand Key Shallow,613,587,0.010221465,Stony coral,Stony_coral
2002,LK,OS,2S1,Sand Key Shallow,613,587,0.001703578,Stony coral,Stony_coral
2002,LK,OS,2S1,Sand Key Shallow,613,587,0.003407155,Stony coral,Stony_coral
2002,LK,OS,2S1,Sand Key Shallow,613,587,0.856899489,Substrate,Substratum_turf
2002,LK,OS,2S1,Sand Key Shallow,613,587,0.035775128,Zoanthidea,Cnidaria_other
2002,LK,OS,2S1,Sand Key Shallow,614,544,0.03125,Macroalgae,Macroalgae
2002,LK,OS,2S1,Sand Key Shallow,614,544,0.005514706,Octocoral,Octocoral
2002,LK,OS,2S1,Sand Key Shallow,614,544,0.009191176,Porifera,Sponge_other
2002,LK,OS,2S1,Sand Key Shallow,614,544,0.001838235,Stony coral,Stony_coral
2002,LK,OS,2S1,Sand Key Shallow,614,544,0.009191176,Stony coral,Stony_coral
2002,LK,OS,2S1,Sand Key Shallow,614,544,0.007352941,Stony coral,Stony_coral
2002,LK,OS,2S1,Sand Key Shallow,614,544,0.001838235,Stony coral,Stony_coral
2002,LK,OS,2S1,Sand Key Shallow,614,544,0.001838235,Stony coral,Stony_coral
2002,LK,OS,2S1,Sand Key Shallow,614,544,0.034926471,Stony coral,Stony_coral
2002,LK,OS,2S1,Sand Key Shallow,614,544,0.880514706,Substrate,Substratum_turf
2002,LK,OS,2S1,Sand Key Shallow,614,544,0.016544118,Zoanthidea,Cnidaria_other
2002,LK,P,5P1,West Washer Women,361,518,0.181467181,Octocoral,Octocoral
2002,LK,P,5P1,West Washer Women,361,518,0.025096525,Porifera,Sponge_other
2002,LK,P,5P1,West Washer Women,361,518,0.054054054,Stony coral,Stony_coral
2002,LK,P,5P1,West Washer Women,361,518,0.001930502,Stony coral,Stony_coral
2002,LK,P,5P1,West Washer Women,361,518,0.003861004,Stony coral,Millepora
2002,LK,P,5P1,West Washer Women,361,518,0.034749035,Stony coral,Stony_coral
2002,LK,P,5P1,West Washer Women,361,518,0.077220077,Stony coral,Stony_coral
2002,LK,P,5P1,West Washer Women,361,518,0.001930502,Stony coral,Stony_coral
2002,LK,P,5P1,West Washer Women,361,518,0.063706564,Stony coral,Stony_coral
2002,LK,P,5P1,West Washer Women,361,518,0.007722008,Stony coral,Stony_coral
2002,LK,P,5P1,West Washer Women,361,518,0.548262548,Substrate,Substratum_turf
2002,LK,P,5P1,West Washer Women,363,527,0.018975332,Macroalgae,Macroalgae
2002,LK,P,5P1,West Washer Women,363,527,0.132827324,Octocoral,Octocoral
2002,LK,P,5P1,West Washer Women,363,527,0.026565465,Porifera,Sponge_other
2002,LK,P,5P1,West Washer Women,363,527,0.081593928,Stony coral,Stony_coral
2002,LK,P,5P1,West Washer Women,363,527,0.001897533,Stony coral,Millepora
2002,LK,P,5P1,West Washer Women,363,527,0.102466793,Stony coral,Stony_coral
2002,LK,P,5P1,West Washer Women,363,527,0.003795066,Stony coral,Stony_coral
2002,LK,P,5P1,West Washer Women,363,527,0.009487666,Stony coral,Stony_coral
2002,LK,P,5P1,West Washer Women,363,527,0.051233397,Stony coral,Stony_coral
2002,LK,P,5P1,West Washer Women,363,527,0.017077799,Stony coral,Stony_coral
2002,LK,P,5P1,West Washer Women,363,527,0.087286528,Stony coral,Stony_coral
2002,LK,P,5P1,West Washer Women,363,527,0.466793169,Substrate,Substratum_turf
2002,LK,P,5P2,Western Head,372,491,0.00610998,Octocoral,Octocoral
2002,LK,P,5P2,Western Head,372,491,0.071283096,Porifera,Sponge_other
2002,LK,P,5P2,Western Head,372,491,0.046843177,Stony coral,Stony_coral
2002,LK,P,5P2,Western Head,372,491,0.00203666,Stony coral,Stony_coral
2002,LK,P,5P2,Western Head,372,491,0.105906314,Stony coral,Stony_coral
2002,LK,P,5P2,Western Head,372,491,0.00610998,Stony coral,Stony_coral
2002,LK,P,5P2,Western Head,372,491,0.018329939,Stony coral,Stony_coral
2002,LK,P,5P2,Western Head,372,491,0.00407332,Stony coral,Stony_coral
2002,LK,P,5P2,Western Head,372,491,0.032586558,Stony coral,Stony_coral
2002,LK,P,5P2,Western Head,372,491,0.704684318,Substrate,Substratum_turf
2002,LK,P,5P2,Western Head,372,491,0.00203666,Zoanthidea,Cnidaria_other
2002,LK,P,5P2,Western Head,373,481,0.016632017,Macroalgae,Macroalgae
2002,LK,P,5P2,Western Head,373,481,0.043659044,Porifera,Sponge_other
2002,LK,P,5P2,Western Head,373,481,0.004158004,Stony coral,Stony_coral
2002,LK,P,5P2,Western Head,373,481,0.006237006,Stony coral,Stony_coral
2002,LK,P,5P2,Western Head,373,481,0.012474012,Stony coral,Stony_coral
2002,LK,P,5P2,Western Head,373,481,0.178794179,Stony coral,Stony_coral
2002,LK,P,5P2,Western Head,373,481,0.006237006,Stony coral,Stony_coral
2002,LK,P,5P2,Western Head,373,481,0.020790021,Stony coral,Stony_coral
2002,LK,P,5P2,Western Head,373,481,0.051975052,Stony coral,Stony_coral
2002,LK,P,5P2,Western Head,373,481,0.002079002,Stony coral,Stony_coral
2002,LK,P,5P2,Western Head,373,481,0.002079002,Stony coral,Stony_coral
2002,LK,P,5P2,Western Head,373,481,0.654885655,Substrate,Substratum_turf
2002,LK,P,5P2,Western Head,374,519,0.001926782,Octocoral,Octocoral
2002,LK,P,5P2,Western Head,374,519,0.105973025,Porifera,Sponge_other
2002,LK,P,5P2,Western Head,374,519,0.026974952,Stony coral,Stony_coral
2002,LK,P,5P2,Western Head,374,519,0.003853565,Stony coral,Stony_coral
2002,LK,P,5P2,Western Head,374,519,0.113680154,Stony coral,Stony_coral
2002,LK,P,5P2,Western Head,374,519,0.011560694,Stony coral,Stony_coral
2002,LK,P,5P2,Western Head,374,519,0.011560694,Stony coral,Stony_coral
2002,LK,P,5P2,Western Head,374,519,0.026974952,Stony coral,Stony_coral
2002,LK,P,5P2,Western Head,374,519,0.003853565,Stony coral,Stony_coral
2002,LK,P,5P2,Western Head,374,519,0.021194605,Stony coral,Stony_coral
2002,LK,P,5P2,Western Head,374,519,0.003853565,Stony coral,Stony_coral
2002,LK,P,5P2,Western Head,374,519,0.668593449,Substrate,Substratum_turf
2002,LK,P,5P3,Cliff Green,383,484,0.431818182,Octocoral,Octocoral
2002,LK,P,5P3,Cliff Green,383,484,0.002066116,Others,Other
2002,LK,P,5P3,Cliff Green,383,484,0.07231405,Porifera,Sponge_other
2002,LK,P,5P3,Cliff Green,383,484,0.018595041,Stony coral,Stony_coral
2002,LK,P,5P3,Cliff Green,383,484,0.004132231,Stony coral,Millepora
2002,LK,P,5P3,Cliff Green,383,484,0.047520661,Stony coral,Stony_coral
2002,LK,P,5P3,Cliff Green,383,484,0.024793388,Stony coral,Stony_coral
2002,LK,P,5P3,Cliff Green,383,484,0.006198347,Stony coral,Stony_coral
2002,LK,P,5P3,Cliff Green,383,484,0.039256198,Stony coral,Stony_coral
2002,LK,P,5P3,Cliff Green,383,484,0.004132231,Stony coral,Stony_coral
2002,LK,P,5P3,Cliff Green,383,484,0.347107438,Substrate,Substratum_turf
2002,LK,P,5P3,Cliff Green,383,484,0.002066116,Zoanthidea,Cnidaria_other
2002,LK,P,5P3,Cliff Green,384,475,0.004210526,Macroalgae,Macroalgae
2002,LK,P,5P3,Cliff Green,384,475,0.313684211,Octocoral,Octocoral
2002,LK,P,5P3,Cliff Green,384,475,0.052631579,Porifera,Sponge_other
2002,LK,P,5P3,Cliff Green,384,475,0.063157895,Stony coral,Stony_coral
2002,LK,P,5P3,Cliff Green,384,475,0.004210526,Stony coral,Millepora
2002,LK,P,5P3,Cliff Green,384,475,0.069473684,Stony coral,Stony_coral
2002,LK,P,5P3,Cliff Green,384,475,0.002105263,Stony coral,Stony_coral
2002,LK,P,5P3,Cliff Green,384,475,0.004210526,Stony coral,Stony_coral
2002,LK,P,5P3,Cliff Green,384,475,0.006315789,Stony coral,Stony_coral
2002,LK,P,5P3,Cliff Green,384,475,0.008421053,Stony coral,Stony_coral
2002,LK,P,5P3,Cliff Green,384,475,0.025263158,Stony coral,Stony_coral
2002,LK,P,5P3,Cliff Green,384,475,0.446315789,Substrate,Substratum_turf
2002,LK,P,5P4,Jaap Reef,401,587,0.298126065,Macroalgae,Macroalgae
2002,LK,P,5P4,Jaap Reef,401,587,0.015332198,Porifera,Sponge_other
2002,LK,P,5P4,Jaap Reef,401,587,0.151618399,Stony coral,Stony_coral
2002,LK,P,5P4,Jaap Reef,401,587,0.001703578,Stony coral,Stony_coral
2002,LK,P,5P4,Jaap Reef,401,587,0.005110733,Stony coral,Stony_coral
2002,LK,P,5P4,Jaap Reef,401,587,0.528109029,Substrate,Substratum_turf
2002,LK,P,5P4,Jaap Reef,402,544,0.275735294,Macroalgae,Macroalgae
2002,LK,P,5P4,Jaap Reef,402,544,0.005514706,Octocoral,Octocoral
2002,LK,P,5P4,Jaap Reef,402,544,0.011029412,Porifera,Sponge_other
2002,LK,P,5P4,Jaap Reef,402,544,0.014705882,Stony coral,Stony_coral
2002,LK,P,5P4,Jaap Reef,402,544,0.001838235,Stony coral,Stony_coral
2002,LK,P,5P4,Jaap Reef,402,544,0.15625,Stony coral,Stony_coral
2002,LK,P,5P4,Jaap Reef,402,544,0.016544118,Stony coral,Stony_coral
2002,LK,P,5P4,Jaap Reef,402,544,0.518382353,Substrate,Substratum_turf
2002,LK,P,5P4,Jaap Reef,404,501,0.19760479,Macroalgae,Macroalgae
2002,LK,P,5P4,Jaap Reef,404,501,0.005988024,Octocoral,Octocoral
2002,LK,P,5P4,Jaap Reef,404,501,0.001996008,Others,Other
2002,LK,P,5P4,Jaap Reef,404,501,0.017964072,Porifera,Sponge_other
2002,LK,P,5P4,Jaap Reef,404,501,0.115768463,Stony coral,Stony_coral
2002,LK,P,5P4,Jaap Reef,404,501,0.013972056,Stony coral,Stony_coral
2002,LK,P,5P4,Jaap Reef,404,501,0.646706587,Substrate,Substratum_turf
2002,MK,HB,7H2,Long Key,141,686,0.034985423,Macroalgae,Macroalgae
2002,MK,HB,7H2,Long Key,141,686,0.102040816,Octocoral,Octocoral
2002,MK,HB,7H2,Long Key,141,686,0.004373178,Porifera,Sponge_other
2002,MK,HB,7H2,Long Key,141,686,0.001457726,Stony coral,Stony_coral
2002,MK,HB,7H2,Long Key,141,686,0.002915452,Stony coral,Stony_coral
2002,MK,HB,7H2,Long Key,141,686,0.002915452,Stony coral,Stony_coral
2002,MK,HB,7H2,Long Key,141,686,0.001457726,Stony coral,Stony_coral
2002,MK,HB,7H2,Long Key,141,686,0.004373178,Stony coral,Stony_coral
2002,MK,HB,7H2,Long Key,141,686,0.005830904,Stony coral,Stony_coral
2002,MK,HB,7H2,Long Key,141,686,0.839650146,Substrate,Substratum_turf
2002,MK,HB,7H2,Long Key,142,726,0.081267218,Macroalgae,Macroalgae
2002,MK,HB,7H2,Long Key,142,726,0.100550964,Octocoral,Octocoral
2002,MK,HB,7H2,Long Key,142,726,0.002754821,Porifera,Sponge_other
2002,MK,HB,7H2,Long Key,142,726,0.002754821,Stony coral,Stony_coral
2002,MK,HB,7H2,Long Key,142,726,0.00137741,Stony coral,Millepora
2002,MK,HB,7H2,Long Key,142,726,0.002754821,Stony coral,Stony_coral
2002,MK,HB,7H2,Long Key,142,726,0.023415978,Stony coral,Stony_coral
2002,MK,HB,7H2,Long Key,142,726,0.006887052,Stony coral,Stony_coral
2002,MK,HB,7H2,Long Key,142,726,0.002754821,Stony coral,Stony_coral
2002,MK,HB,7H2,Long Key,142,726,0.775482094,Substrate,Substratum_turf
2002,MK,HB,7H2,Long Key,143,714,0.028011204,Macroalgae,Macroalgae
2002,MK,HB,7H2,Long Key,143,714,0.099439776,Octocoral,Octocoral
2002,MK,HB,7H2,Long Key,143,714,0.00280112,Porifera,Sponge_other
2002,MK,HB,7H2,Long Key,143,714,0.00140056,Stony coral,Millepora
2002,MK,HB,7H2,Long Key,143,714,0.868347339,Substrate,Substratum_turf
2002,MK,HB,7H2,Long Key,144,707,0.100424328,Macroalgae,Macroalgae
2002,MK,HB,7H2,Long Key,144,707,0.106082037,Octocoral,Octocoral
2002,MK,HB,7H2,Long Key,144,707,0.005657709,Porifera,Sponge_other
2002,MK,HB,7H2,Long Key,144,707,0.005657709,Stony coral,Stony_coral
2002,MK,HB,7H2,Long Key,144,707,0.005657709,Stony coral,Stony_coral
