year,region,habitat,site_code,site_name,station,points,percent_cover,id,group_coarse,group_fine
2007,PB,Outer,PB3,Palm Beach 3,862,925,0,Oculina diffusa,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,862,925,0,Cladocora arbuscula,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,862,925,0.003243243,Meandrina meandrites,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,862,925,0,Solenastrea bournoni,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,862,925,0,Madracis aurentenra,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,862,925,0,Scleractinia,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,862,925,0,Phyllangia americana,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,862,925,0,Astrangia poculata,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,862,925,0,Porites astreoides,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,862,925,0,Astrangia solitaria,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,862,925,0,Madracis decactis complex,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,862,925,0.032432432,Macroalgae,Macroalgae,Macroalgae
2007,PB,Outer,PB3,Palm Beach 3,862,925,0,Seagrass,Seagrass,Seagrass
2007,PB,Outer,PB3,Palm Beach 3,862,925,0.2,Porifera,Porifera,Sponge_other
2007,PB,Outer,PB3,Palm Beach 3,862,925,0.170810811,Octocorallia,Octocoral,Octocoral
2007,PB,Outer,PB3,Palm Beach 3,862,925,0,Oculina robusta,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,862,925,0,Diadema antillarum,Urchins,Unknown
2007,PB,Outer,PB3,Palm Beach 3,862,925,0.021621622,Zoanthidea,Zoanthidea,Cnidaria_other
2007,PB,Outer,PB3,Palm Beach 3,862,925,0.524324324,Substrate,Substrate,Substratum_turf
2007,PB,Outer,PB3,Palm Beach 3,862,925,0.025945946,Other biota 1,Others,Other
2007,PB,Outer,PB3,Palm Beach 3,862,925,0,Other biota 1,Others,Other
2007,PB,Outer,PB3,Palm Beach 3,862,925,0,Balanophyllia floiridana,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,862,925,0,Acropora prolifera,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Acropora palmata,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Acropora cervicornis,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Mycetophyllia lamarckiana complex,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Mycetophyllia ferox,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Mycetophyllia lamarckiana complex,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Mycetophyllia aliciae,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Solenastrea hyades,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Undaria agaricites complex,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Agaricia lamarcki,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Agaricia fragilis,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Helioseris cucullata,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Colpophyllia natans,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Scolymia sp.,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Scolymia sp.,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Mussa angulosa,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Orbicella annularis complex,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0.001006036,Montastraea cavernosa,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Dendrogyra cylindrus,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Manicina areolata,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Favia fragum,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Siderastrea radians,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Siderastrea siderea,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Dichocoenia stokesii,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Stephanocoenia intersepta,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Pseudodiploria strigosa,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Pseudodiploria clivosa,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Diploria labyrinthiformis,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Isophyllia sinuosa,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Isophyllia rigida,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Porites porites complex,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0.001006036,Porites astreoides,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Madracis decactis complex,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0.002012072,Millepora alcicornis,StonyCoral,Millepora
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Millepora complanata,StonyCoral,Millepora
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Eusmilia fastigiata,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Oculina diffusa,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Cladocora arbuscula,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Meandrina meandrites,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Solenastrea bournoni,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Madracis aurentenra,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Scleractinia,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Phyllangia americana,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Astrangia poculata,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Porites astreoides,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Astrangia solitaria,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Madracis decactis complex,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0.005030181,Macroalgae,Macroalgae,Macroalgae
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Seagrass,Seagrass,Seagrass
2007,PB,Outer,PB3,Palm Beach 3,863,994,0.107645875,Porifera,Porifera,Sponge_other
2007,PB,Outer,PB3,Palm Beach 3,863,994,0.257545272,Octocorallia,Octocoral,Octocoral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Oculina robusta,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Diadema antillarum,Urchins,Unknown
2007,PB,Outer,PB3,Palm Beach 3,863,994,0.003018109,Zoanthidea,Zoanthidea,Cnidaria_other
2007,PB,Outer,PB3,Palm Beach 3,863,994,0.598591549,Substrate,Substrate,Substratum_turf
2007,PB,Outer,PB3,Palm Beach 3,863,994,0.024144869,Other biota 1,Others,Other
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Other biota 1,Others,Other
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Balanophyllia floiridana,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,863,994,0,Acropora prolifera,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Acropora palmata,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Acropora cervicornis,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Mycetophyllia lamarckiana complex,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Mycetophyllia ferox,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Mycetophyllia lamarckiana complex,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Mycetophyllia aliciae,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Solenastrea hyades,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Undaria agaricites complex,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Agaricia lamarcki,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Agaricia fragilis,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Helioseris cucullata,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Colpophyllia natans,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Scolymia sp.,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Scolymia sp.,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Mussa angulosa,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Orbicella annularis complex,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Montastraea cavernosa,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Dendrogyra cylindrus,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Manicina areolata,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Favia fragum,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Siderastrea radians,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Siderastrea siderea,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Dichocoenia stokesii,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0.001001001,Stephanocoenia intersepta,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Pseudodiploria strigosa,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Pseudodiploria clivosa,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Diploria labyrinthiformis,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Isophyllia sinuosa,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Isophyllia rigida,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Porites porites complex,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Porites astreoides,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Madracis decactis complex,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0.002002002,Millepora alcicornis,StonyCoral,Millepora
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Millepora complanata,StonyCoral,Millepora
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Eusmilia fastigiata,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Oculina diffusa,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Cladocora arbuscula,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0.002002002,Meandrina meandrites,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Solenastrea bournoni,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Madracis aurentenra,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Scleractinia,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Phyllangia americana,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Astrangia poculata,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Porites astreoides,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Astrangia solitaria,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Madracis decactis complex,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0.003003003,Macroalgae,Macroalgae,Macroalgae
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Seagrass,Seagrass,Seagrass
2007,PB,Outer,PB3,Palm Beach 3,864,999,0.129129129,Porifera,Porifera,Sponge_other
2007,PB,Outer,PB3,Palm Beach 3,864,999,0.197197197,Octocorallia,Octocoral,Octocoral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Oculina robusta,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Diadema antillarum,Urchins,Unknown
2007,PB,Outer,PB3,Palm Beach 3,864,999,0.004004004,Zoanthidea,Zoanthidea,Cnidaria_other
2007,PB,Outer,PB3,Palm Beach 3,864,999,0.654654655,Substrate,Substrate,Substratum_turf
2007,PB,Outer,PB3,Palm Beach 3,864,999,0.007007007,Other biota 1,Others,Other
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Other biota 1,Others,Other
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Balanophyllia floiridana,StonyCoral,Stony_coral
2007,PB,Outer,PB3,Palm Beach 3,864,999,0,Acropora prolifera,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Acropora palmata,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Acropora cervicornis,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Mycetophyllia lamarckiana complex,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Mycetophyllia ferox,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Mycetophyllia lamarckiana complex,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Mycetophyllia aliciae,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Solenastrea hyades,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Undaria agaricites complex,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Agaricia lamarcki,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Agaricia fragilis,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Helioseris cucullata,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0.002089864,Colpophyllia natans,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Scolymia sp.,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Scolymia sp.,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Mussa angulosa,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0.016718913,Orbicella annularis complex,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0.101358412,Montastraea cavernosa,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Dendrogyra cylindrus,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Manicina areolata,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Favia fragum,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Siderastrea radians,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0.001044932,Siderastrea siderea,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Dichocoenia stokesii,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Stephanocoenia intersepta,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Pseudodiploria strigosa,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Pseudodiploria clivosa,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Diploria labyrinthiformis,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Isophyllia sinuosa,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Isophyllia rigida,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Porites porites complex,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0.001044932,Porites astreoides,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Madracis decactis complex,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Millepora alcicornis,StonyCoral,Millepora
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Millepora complanata,StonyCoral,Millepora
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Eusmilia fastigiata,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Oculina diffusa,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Cladocora arbuscula,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Meandrina meandrites,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Solenastrea bournoni,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Madracis aurentenra,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Scleractinia,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Phyllangia americana,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Astrangia poculata,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Porites astreoides,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Astrangia solitaria,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Madracis decactis complex,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0.00522466,Macroalgae,Macroalgae,Macroalgae
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Seagrass,Seagrass,Seagrass
2007,BC,Nearshore,BC1,Broward County 1,871,957,0.045977011,Porifera,Porifera,Sponge_other
2007,BC,Nearshore,BC1,Broward County 1,871,957,0.065830721,Octocorallia,Octocoral,Octocoral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Oculina robusta,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Diadema antillarum,Urchins,Unknown
2007,BC,Nearshore,BC1,Broward County 1,871,957,0.003134796,Zoanthidea,Zoanthidea,Cnidaria_other
2007,BC,Nearshore,BC1,Broward County 1,871,957,0.756530825,Substrate,Substrate,Substratum_turf
2007,BC,Nearshore,BC1,Broward County 1,871,957,0.001044932,Other biota 1,Others,Other
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Other biota 1,Others,Other
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Balanophyllia floiridana,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,871,957,0,Acropora prolifera,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Acropora palmata,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Acropora cervicornis,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Mycetophyllia lamarckiana complex,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Mycetophyllia ferox,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Mycetophyllia lamarckiana complex,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Mycetophyllia aliciae,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Solenastrea hyades,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Undaria agaricites complex,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Agaricia lamarcki,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Agaricia fragilis,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Helioseris cucullata,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Colpophyllia natans,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Scolymia sp.,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Scolymia sp.,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Mussa angulosa,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Orbicella annularis complex,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0.150156413,Montastraea cavernosa,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Dendrogyra cylindrus,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Manicina areolata,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Favia fragum,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Siderastrea radians,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0.004171011,Siderastrea siderea,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Dichocoenia stokesii,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Stephanocoenia intersepta,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Pseudodiploria strigosa,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Pseudodiploria clivosa,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Diploria labyrinthiformis,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Isophyllia sinuosa,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Isophyllia rigida,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Porites porites complex,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Porites astreoides,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Madracis decactis complex,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Millepora alcicornis,StonyCoral,Millepora
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Millepora complanata,StonyCoral,Millepora
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Eusmilia fastigiata,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Oculina diffusa,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Cladocora arbuscula,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Meandrina meandrites,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Solenastrea bournoni,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Madracis aurentenra,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Scleractinia,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Phyllangia americana,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Astrangia poculata,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Porites astreoides,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Astrangia solitaria,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Madracis decactis complex,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0.037539103,Macroalgae,Macroalgae,Macroalgae
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Seagrass,Seagrass,Seagrass
2007,BC,Nearshore,BC1,Broward County 1,872,959,0.028154327,Porifera,Porifera,Sponge_other
2007,BC,Nearshore,BC1,Broward County 1,872,959,0.086548488,Octocorallia,Octocoral,Octocoral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Oculina robusta,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Diadema antillarum,Urchins,Unknown
2007,BC,Nearshore,BC1,Broward County 1,872,959,0.028154327,Zoanthidea,Zoanthidea,Cnidaria_other
2007,BC,Nearshore,BC1,Broward County 1,872,959,0.664233577,Substrate,Substrate,Substratum_turf
2007,BC,Nearshore,BC1,Broward County 1,872,959,0.001042753,Other biota 1,Others,Other
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Other biota 1,Others,Other
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Balanophyllia floiridana,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,872,959,0,Acropora prolifera,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,873,959,0,Acropora palmata,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,873,959,0,Acropora cervicornis,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,873,959,0,Mycetophyllia lamarckiana complex,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,873,959,0,Mycetophyllia ferox,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,873,959,0,Mycetophyllia lamarckiana complex,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,873,959,0,Mycetophyllia aliciae,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,873,959,0,Solenastrea hyades,StonyCoral,Stony_coral
2007,BC,Nearshore,BC1,Broward County 1,873,959,0,Undaria agaricites complex,StonyCoral,Stony_coral
