"cover_year","juv_year","recruit_year","region","habitat","site_name","taxa","lta","density"
2015,2017,2016,"DC","Nearshore","DC8","SIDE",2317.9,105.359090909091
2015,2017,2016,"DC","Outer","DC3","AGAR",0,0
2015,2017,2016,"DC","Outer","DC3","FAVI",2360.6,107.3
2015,2017,2016,"DC","Outer","DC3","Other",1520.6,69.1181818181818
2015,2017,2016,"DC","Outer","DC3","PORI",1035.4,47.0636363636364
2015,2017,2016,"DC","Outer","DC3","SIDE",373.4,16.9727272727273
2015,2017,2016,"DC","Outer","DC4","AGAR",1116.6,50.7545454545455
2015,2017,2016,"DC","Outer","DC4","FAVI",6407.8,291.263636363636
2015,2017,2016,"DC","Outer","DC4","Other",1768.1,80.3681818181818
2015,2017,2016,"DC","Outer","DC4","PORI",1449.6,65.8909090909091
2015,2017,2016,"DC","Outer","DC4","SIDE",1435.3,65.2409090909091
2016,2018,2017,"BC","Inner","BC4","AGAR",2253,102.409090909091
2016,2018,2017,"BC","Inner","BC4","FAVI",52986,2408.45454545455
2016,2018,2017,"BC","Inner","BC4","Other",2872.8,130.581818181818
2016,2018,2017,"BC","Inner","BC4","PORI",27168.7,1234.94090909091
2016,2018,2017,"BC","Inner","BC4","SIDE",8438.1,383.55
2016,2018,2017,"BC","Middle","BC2","AGAR",472.3,21.4681818181818
2016,2018,2017,"BC","Middle","BC2","FAVI",2726.6,123.936363636364
2016,2018,2017,"BC","Middle","BC2","Other",2381.2,108.236363636364
2016,2018,2017,"BC","Middle","BC2","PORI",1439.8,65.4454545454545
2016,2018,2017,"BC","Middle","BC2","SIDE",1681.3,76.4227272727273
2016,2018,2017,"BC","Nearshore","BC1","AGAR",661.2,30.0545454545455
2016,2018,2017,"BC","Nearshore","BC1","FAVI",299705.7,13622.9863636364
2016,2018,2017,"BC","Nearshore","BC1","Other",14213.8,646.081818181818
2016,2018,2017,"BC","Nearshore","BC1","PORI",2281.5,103.704545454545
2016,2018,2017,"BC","Nearshore","BC1","SIDE",5679.1,258.140909090909
2016,2018,2017,"BC","Outer","BC3","AGAR",141.4,6.42727272727273
2016,2018,2017,"BC","Outer","BC3","FAVI",3177.4,144.427272727273
2016,2018,2017,"BC","Outer","BC3","Other",1213,55.1363636363636
2016,2018,2017,"BC","Outer","BC3","PORI",2477.7,112.622727272727
2016,2018,2017,"BC","Outer","BC3","SIDE",1296.3,58.9227272727273
2016,2018,2017,"DC","Inner","DC1","AGAR",245.5,11.1590909090909
2016,2018,2017,"DC","Inner","DC1","FAVI",38524.4,1751.10909090909
2016,2018,2017,"DC","Inner","DC1","Other",31438.4,1429.01818181818
2016,2018,2017,"DC","Inner","DC1","PORI",26482.6,1203.75454545455
2016,2018,2017,"DC","Inner","DC1","SIDE",12489.9,567.722727272727
2016,2018,2017,"DC","Inner","DC5","AGAR",17274.8,785.218181818182
2016,2018,2017,"DC","Inner","DC5","FAVI",11792.3,536.013636363636
2016,2018,2017,"DC","Inner","DC5","Other",1333.2,60.6
2016,2018,2017,"DC","Inner","DC5","PORI",7454.3,338.831818181818
2016,2018,2017,"DC","Inner","DC5","SIDE",2124.2,96.5545454545455
2016,2018,2017,"DC","Middle","DC2","AGAR",0,0
2016,2018,2017,"DC","Middle","DC2","FAVI",7142.4,324.654545454545
2016,2018,2017,"DC","Middle","DC2","Other",3590.5,163.204545454545
2016,2018,2017,"DC","Middle","DC2","PORI",1347.3,61.2409090909091
2016,2018,2017,"DC","Middle","DC2","SIDE",2218.2,100.827272727273
2016,2018,2017,"DC","Middle","DC7","AGAR",34.2,1.55454545454545
2016,2018,2017,"DC","Middle","DC7","FAVI",1070.9,48.6772727272727
2016,2018,2017,"DC","Middle","DC7","Other",4462.3,202.831818181818
2016,2018,2017,"DC","Middle","DC7","PORI",1732.3,78.7409090909091
2016,2018,2017,"DC","Middle","DC7","SIDE",1053.3,47.8772727272727
2016,2018,2017,"DC","Nearshore","DC6","AGAR",595.4,27.0636363636364
2016,2018,2017,"DC","Nearshore","DC6","FAVI",32780.6,1490.02727272727
2016,2018,2017,"DC","Nearshore","DC6","Other",29756.4,1352.56363636364
2016,2018,2017,"DC","Nearshore","DC6","PORI",22672,1030.54545454545
2016,2018,2017,"DC","Nearshore","DC6","SIDE",6827,310.318181818182
2016,2018,2017,"DC","Nearshore","DC8","AGAR",0,0
2016,2018,2017,"DC","Nearshore","DC8","FAVI",14870.1,675.913636363636
2016,2018,2017,"DC","Nearshore","DC8","Other",2579.6,117.254545454545
2016,2018,2017,"DC","Nearshore","DC8","PORI",489.7,22.2590909090909
2016,2018,2017,"DC","Nearshore","DC8","SIDE",1869,84.9545454545455
2016,2018,2017,"DC","Outer","DC3","AGAR",0,0
2016,2018,2017,"DC","Outer","DC3","FAVI",3151.1,143.231818181818
2016,2018,2017,"DC","Outer","DC3","Other",975.1,44.3227272727273
2016,2018,2017,"DC","Outer","DC3","PORI",1524,69.2727272727273
2016,2018,2017,"DC","Outer","DC3","SIDE",431.4,19.6090909090909
2016,2018,2017,"DC","Outer","DC4","AGAR",640.7,29.1227272727273
2016,2018,2017,"DC","Outer","DC4","FAVI",3772.4,171.472727272727
2016,2018,2017,"DC","Outer","DC4","Other",1973,89.6818181818182
2016,2018,2017,"DC","Outer","DC4","PORI",1387.4,63.0636363636364
2016,2018,2017,"DC","Outer","DC4","SIDE",1361.8,61.9
2017,2019,2018,"BC","Inner","BC4","AGAR",3334.9,151.586363636364
2017,2019,2018,"BC","Inner","BC4","FAVI",45514.4,2068.83636363636
2017,2019,2018,"BC","Inner","BC4","Other",4782,217.363636363636
2017,2019,2018,"BC","Inner","BC4","PORI",34783.1,1581.05
2017,2019,2018,"BC","Inner","BC4","SIDE",11043.5,501.977272727273
2017,2019,2018,"BC","Middle","BC2","AGAR",405.1,18.4136363636364
2017,2019,2018,"BC","Middle","BC2","FAVI",4225.3,192.059090909091
2017,2019,2018,"BC","Middle","BC2","Other",1789.5,81.3409090909091
2017,2019,2018,"BC","Middle","BC2","PORI",1918.8,87.2181818181818
2017,2019,2018,"BC","Middle","BC2","SIDE",2041.4,92.7909090909091
2017,2019,2018,"BC","Nearshore","BC1","AGAR",577.2,26.2363636363636
2017,2019,2018,"BC","Nearshore","BC1","FAVI",206090.6,9367.75454545455
2017,2019,2018,"BC","Nearshore","BC1","Other",9248.1,420.368181818182
2017,2019,2018,"BC","Nearshore","BC1","PORI",2371.7,107.804545454545
2017,2019,2018,"BC","Nearshore","BC1","SIDE",4270.7,194.122727272727
2017,2019,2018,"BC","Outer","BC3","AGAR",176.9,8.04090909090909
2017,2019,2018,"BC","Outer","BC3","FAVI",4176.3,189.831818181818
2017,2019,2018,"BC","Outer","BC3","Other",2123.2,96.5090909090909
2017,2019,2018,"BC","Outer","BC3","PORI",2307.6,104.890909090909
2017,2019,2018,"BC","Outer","BC3","SIDE",1660.6,75.4818181818182
2017,2019,2018,"DC","Inner","DC1","AGAR",192.4,8.74545454545454
2017,2019,2018,"DC","Inner","DC1","FAVI",38216,1737.09090909091
2017,2019,2018,"DC","Inner","DC1","Other",24166.5,1098.47727272727
2017,2019,2018,"DC","Inner","DC1","PORI",26074.2,1185.19090909091
2017,2019,2018,"DC","Inner","DC1","SIDE",12023,546.5
2017,2019,2018,"DC","Inner","DC5","AGAR",16262,739.181818181818
2017,2019,2018,"DC","Inner","DC5","FAVI",6818.1,309.913636363636
2017,2019,2018,"DC","Inner","DC5","Other",1579,71.7727272727273
2017,2019,2018,"DC","Inner","DC5","PORI",8833.5,401.522727272727
2017,2019,2018,"DC","Inner","DC5","SIDE",1685.6,76.6181818181818
2017,2019,2018,"DC","Middle","DC2","AGAR",96.2,4.37272727272727
2017,2019,2018,"DC","Middle","DC2","FAVI",5402.4,245.563636363636
2017,2019,2018,"DC","Middle","DC2","Other",3736,169.818181818182
2017,2019,2018,"DC","Middle","DC2","PORI",1233.7,56.0772727272727
2017,2019,2018,"DC","Middle","DC2","SIDE",2446.6,111.209090909091
2017,2019,2018,"DC","Middle","DC7","AGAR",113.6,5.16363636363636
2017,2019,2018,"DC","Middle","DC7","FAVI",766,34.8181818181818
2017,2019,2018,"DC","Middle","DC7","Other",5480.8,249.127272727273
2017,2019,2018,"DC","Middle","DC7","PORI",2114.8,96.1272727272727
2017,2019,2018,"DC","Middle","DC7","SIDE",1621.2,73.6909090909091
2017,2019,2018,"DC","Nearshore","DC6","AGAR",539.1,24.5045454545455
2017,2019,2018,"DC","Nearshore","DC6","FAVI",22666.6,1030.3
2017,2019,2018,"DC","Nearshore","DC6","Other",10818.7,491.759090909091
2017,2019,2018,"DC","Nearshore","DC6","PORI",24924.6,1132.93636363636
2017,2019,2018,"DC","Nearshore","DC6","SIDE",5460.8,248.218181818182
2017,2019,2018,"DC","Nearshore","DC8","AGAR",0,0
2017,2019,2018,"DC","Nearshore","DC8","FAVI",12517.6,568.981818181818
2017,2019,2018,"DC","Nearshore","DC8","Other",2615.5,118.886363636364
2017,2019,2018,"DC","Nearshore","DC8","PORI",444.9,20.2227272727273
2017,2019,2018,"DC","Nearshore","DC8","SIDE",1771.8,80.5363636363636
2017,2019,2018,"DC","Outer","DC3","AGAR",0,0
2017,2019,2018,"DC","Outer","DC3","FAVI",3232.5,146.931818181818
2017,2019,2018,"DC","Outer","DC3","Other",1153.8,52.4454545454545
2017,2019,2018,"DC","Outer","DC3","PORI",1866.4,84.8363636363636
2017,2019,2018,"DC","Outer","DC3","SIDE",576.7,26.2136363636364
2017,2019,2018,"DC","Outer","DC4","AGAR",806.9,36.6772727272727
2017,2019,2018,"DC","Outer","DC4","FAVI",5345,242.954545454545
2017,2019,2018,"DC","Outer","DC4","Other",1754.2,79.7363636363636
2017,2019,2018,"DC","Outer","DC4","PORI",1875.1,85.2318181818182
2017,2019,2018,"DC","Outer","DC4","SIDE",1872,85.0909090909091
